tid,attribute,correct_val
1136,state,il
1136,akaname,stagg
1136,latitude,41.75892669
1136,dbaname,stagg
1136,facilitytype,school
1137,city,chicago
1137,zip,60628
1137,risk,risk 2 (medium)
1137,license,42182
1137,inspectiontype,canvass
1137,inspectionid,67954
1137,address,11203 s corliss ave
1137,inspectiondate,2010-01-20
1137,results,pass
1137,longitude,-87.6006779
1137,state,il
1137,akaname,111th street otb
1137,latitude,41.69074201
1137,dbaname,111th street otb
1137,facilitytype,restaurant
1138,city,chicago
1138,zip,60657
1138,risk,risk 1 (high)
1138,license,42597
1138,inspectiontype,canvass
1138,inspectionid,67955
1138,address,1400 w belmont ave
1138,inspectiondate,2010-01-20
1138,results,fail
1138,longitude,-87.66394524
1138,state,il
1138,akaname,flat top grill
1138,latitude,41.93987262
1138,dbaname,flat top grill
1138,facilitytype,restaurant
1139,city,chicago
1139,zip,60639
1139,risk,risk 3 (low)
1139,license,1618100
1139,inspectiontype,complaint
1139,inspectionid,67956
1139,address,5222-5226 w grand ave
1139,inspectiondate,2010-01-20
1139,results,pass
1139,longitude,-87.75683561
1139,state,il
1139,akaname,family dollar store #6681
1139,latitude,41.91721814
1139,dbaname,family dollar store #6681
1139,facilitytype,grocery store
1140,city,chicago
1140,zip,60613
1140,risk,risk 1 (high)
1140,license,21449
1140,inspectiontype,complaint re-inspection
1140,inspectionid,67957
1140,address,3817-3819 n ashland ave
1140,inspectiondate,2010-01-20
1140,results,pass
1140,longitude,-87.66882564
1140,state,il
1140,akaname,cy's crabhouse & seafood grill
1140,latitude,41.95118641
1140,dbaname,cy's crabhouse & seafood grill
1140,facilitytype,restaurant
1141,city,chicago
1141,zip,60638
1141,risk,risk 2 (medium)
1141,license,1965117
1141,inspectiontype,complaint-fire
1141,inspectionid,67958
1141,address,4500 s cicero ave
1141,inspectiondate,2010-01-20
1141,results,fail
1141,longitude,-87.74339852
1141,state,il
1141,akaname,"45th & cicero, inc."
1141,latitude,41.81118031
1141,dbaname,"45th & cicero, inc."
1141,facilitytype,grocery store
1142,city,chicago
1142,zip,60651
1142,risk,risk 2 (medium)
1142,license,1869956
1142,inspectiontype,canvass re-inspection
1142,inspectionid,67959
1142,address,5945 w division st
1142,inspectiondate,2010-01-20
1142,results,pass
1142,longitude,-87.77471061
1142,state,il
1142,akaname,tasty gyros
1142,latitude,41.90189763
1142,dbaname,tasty gyros
1142,facilitytype,restaurant
1143,city,chicago
1143,zip,60657
1143,risk,risk 1 (high)
1143,license,1913956
1143,inspectiontype,canvass
1143,inspectionid,67960
1143,address,2819 n southport ave
1143,inspectiondate,2010-01-20
1143,results,pass w/ conditions
1143,longitude,-87.66343576
1143,state,il
1143,akaname,barberry
1143,latitude,41.93309241
1143,dbaname,barberry
1143,facilitytype,restaurant
1144,city,chicago
1144,zip,60613
1144,risk,risk 1 (high)
1144,license,2014280
1144,inspectiontype,license
1144,inspectionid,67961
1144,address,3955 n broadway
1144,inspectiondate,2010-01-20
1144,results,fail
1144,longitude,-87.65026203
1144,state,il
1144,akaname,taco del mar
1144,latitude,41.95438519
1144,dbaname,taco del mar
1144,facilitytype,restaurant
1145,city,chicago
1145,zip,60707
1145,risk,risk 1 (high)
1145,license,1577600
1145,inspectiontype,complaint
1145,inspectionid,67962
1145,address,6622 w fullerton ave
1145,inspectiondate,2010-01-20
1145,results,pass
1145,longitude,-87.79134898
1145,state,il
1145,akaname,popeyes
1145,latitude,41.9237393
1145,dbaname,popeyes
1145,facilitytype,restaurant
1146,city,chicago
1146,zip,60613
1146,risk,risk 1 (high)
1146,license,2014280
1146,inspectiontype,license re-inspection
1146,inspectionid,67963
1146,address,3955 n broadway
1146,inspectiondate,2010-01-21
1146,results,pass
1146,longitude,-87.65026203
1146,state,il
1146,akaname,taco del mar
1146,latitude,41.95438519
1146,dbaname,taco del mar
1146,facilitytype,restaurant
1147,city,chicago
1147,zip,60657
1147,risk,risk 1 (high)
1147,license,14132
1147,inspectiontype,complaint
1147,inspectionid,67964
1147,address,917 w belmont ave
1147,inspectiondate,2010-01-21
1147,results,pass
1147,longitude,-87.65224348
1147,state,il
1147,akaname,standard india restaurant
1147,latitude,41.93982941
1147,dbaname,standard restaurant
1147,facilitytype,restaurant
1148,city,chicago
1148,zip,60628
1148,risk,risk 2 (medium)
1148,license,1677513
1148,inspectiontype,short form complaint
1148,inspectionid,67965
1148,address,351 e 103rd st
1148,inspectiondate,2010-01-21
1148,results,pass
1148,longitude,-87.61416259
1148,state,il
1148,akaname,grocery basket
1148,latitude,41.70719854
1148,dbaname,grocery basket
1148,facilitytype,grocery store
1149,city,chicago
1149,zip,60657
1149,risk,risk 1 (high)
1149,license,2009533
1149,inspectiontype,license
1149,inspectionid,67966
1149,address,917 w belmont ave
1149,inspectiondate,2010-01-21
1149,results,fail
1149,longitude,-87.65224348
1149,state,il
1149,akaname,standard india restaurant
1149,latitude,41.93982941
1149,dbaname,standard india restaurant
1149,facilitytype,restaurant
1150,city,chicago
1150,zip,60621
1150,risk,risk 1 (high)
1150,license,25811
1150,inspectiontype,canvass
1150,inspectionid,67967
1150,address,6950 s sangamon (932w)
1150,inspectiondate,2010-01-21
1150,results,pass
1150,longitude,-87.64825544
1150,state,il
1150,akaname,wentworth
1150,latitude,41.76728177
1150,dbaname,wentworth
1150,facilitytype,school
1151,city,chicago
1151,zip,60641
1151,risk,risk 2 (medium)
1151,license,84425
1151,inspectiontype,canvass
1151,inspectionid,67968
1151,address,4038 w belmont ave
1151,inspectiondate,2010-01-21
1151,results,fail
1151,longitude,-87.72876044
1151,state,il
1151,akaname,mcdonald's
1151,latitude,41.93918261
1151,dbaname,mcdonalds
1151,facilitytype,restaurant
1152,city,chicago
1152,zip,60657
1152,risk,risk 1 (high)
1152,license,26022
1152,inspectiontype,complaint re-inspection
1152,inspectionid,67969
1152,address,3233 n broadway
1152,inspectiondate,2010-01-21
1152,results,pass
1152,longitude,-87.64428467
1152,state,il
1152,akaname,melrose restaurant
1152,latitude,41.94108326
1152,dbaname,melrose restaurant
1152,facilitytype,restaurant
1153,city,chicago
1153,zip,60621
1153,risk,risk 1 (high)
1153,license,26371
1153,inspectiontype,canvass
1153,inspectionid,67970
1153,address,644 w 71st st (7100s)
1153,inspectiondate,2010-01-21
1153,results,pass
1153,longitude,-87.6413274
1153,state,il
1153,akaname,martin luther king jr. academy of social justice
1153,latitude,41.76536255
1153,dbaname,martin luther king jr. academy of social justice
1153,facilitytype,school
1154,city,chicago
1154,zip,60639
1154,risk,risk 3 (low)
1154,license,2016671
1154,inspectiontype,license
1154,inspectionid,67971
1154,address,4003 w fullerton ave
1154,inspectiondate,2010-01-21
1154,results,pass
1154,longitude,-87.72689204
1154,state,il
1154,akaname,green food mart
1154,latitude,41.92437242
1154,dbaname,green food mart
1154,facilitytype,grocery store
1155,city,chicago
1155,zip,60628
1155,risk,risk 2 (medium)
1155,license,66574
1155,inspectiontype,suspected food poisoning
1155,inspectionid,67972
1155,address,242 e 103rd st
1155,inspectiondate,2010-01-21
1155,results,fail
1155,longitude,-87.61694603
1155,state,il
1155,akaname,market fish ii
1155,latitude,41.70737498
1155,dbaname,market fish ii
1155,facilitytype,restaurant
1156,city,chicago
1156,zip,60639
1156,risk,risk 3 (low)
1156,license,1974452
1156,inspectiontype,out of business
1156,inspectionid,67973
1156,address,4003 w fullerton ave
1156,inspectiondate,2010-01-21
1156,results,pass
1156,longitude,-87.72689204
1156,state,il
1156,akaname,green food mart
1156,latitude,41.92437242
1156,dbaname,green food mart
1156,facilitytype,grocery store
1157,city,chicago
1157,zip,60651
1157,risk,risk 2 (medium)
1157,license,1922193
1157,inspectiontype,canvass re-inspection
1157,inspectionid,67974
1157,address,5601 w division st
1157,inspectiondate,2010-01-21
1157,results,pass
1157,longitude,-87.76571211
1157,state,il
1157,akaname,firehouse steak and lemonade
1157,latitude,41.90203403
1157,dbaname,captain hooks fish & chicken
1157,facilitytype,restaurant
1158,city,chicago
1158,zip,60621
1158,risk,risk 3 (low)
1158,license,2002779
1158,inspectiontype,license re-inspection
1158,inspectionid,67975
1158,address,1156 w 63rd st
1158,inspectiondate,2010-01-21
1158,results,fail
1158,longitude,-87.65435877
1158,state,il
1158,akaname,k food & liquor
1158,latitude,41.77971938
1158,dbaname,k food & liquor
1158,facilitytype,grocery store
1159,city,chicago
1159,zip,60621
1159,risk,risk 3 (low)
1159,license,2002780
1159,inspectiontype,license
1159,inspectionid,67976
1159,address,1156 w 63rd st
1159,inspectiondate,2010-01-21
1159,results,fail
1159,longitude,-87.65435877
1159,state,il
1159,akaname,k food & liquor
1159,latitude,41.77971938
1159,dbaname,k food & liquor
1159,facilitytype,grocery store
1160,city,chicago
1160,zip,60621
1160,risk,risk 1 (high)
1160,license,1697428
1160,inspectiontype,canvass
1160,inspectionid,67977
1160,address,945 w 69th st
1160,inspectiondate,2010-01-21
1160,results,pass
1160,longitude,-87.64870344
1160,state,il
1160,akaname,red shield
1160,latitude,41.76866571
1160,dbaname,red shield
1160,facilitytype,daycare above and under 2 years
1161,city,chicago
1161,zip,60621
1161,risk,risk 1 (high)
1161,license,1697428
1161,inspectiontype,canvass
1161,inspectionid,67978
1161,address,945 w 69th st
1161,inspectiondate,2010-01-21
1161,results,pass
1161,longitude,-87.64870344
1161,state,il
1161,akaname,red shield
1161,latitude,41.76866571
1161,dbaname,red shield
1161,facilitytype,daycare above and under 2 years
1162,city,chicago
1162,zip,60639
1162,risk,risk 1 (high)
1162,license,2014145
1162,inspectiontype,license
1162,inspectionid,67979
1162,address,5245 w fullerton ave
1162,inspectiondate,2010-01-21
1162,results,fail
1162,longitude,-87.75798631
1162,state,il
1162,akaname,hacienda los torres
1162,latitude,41.92397326
1162,dbaname,hacienda los torres
1162,facilitytype,restaurant
1163,city,chicago
1163,zip,60651
1163,risk,risk 3 (low)
1163,license,1647091
1163,inspectiontype,canvass
1163,inspectionid,67980
1163,address,5652 w division st
1163,inspectiondate,2010-01-21
1163,results,pass
1163,longitude,-87.76777185
1163,state,il
1163,akaname,raj food mart inc.
1163,latitude,41.90222162
1163,dbaname,raj food mart inc.
1163,facilitytype,grocery store
1164,city,chicago
1164,zip,60628
1164,risk,risk 1 (high)
1164,license,1121241
1164,inspectiontype,complaint
1164,inspectionid,67981
1164,address,11631 s halsted st
1164,inspectiondate,2010-01-21
1164,results,pass
1164,longitude,-87.64193427
1164,state,il
1164,akaname,south china kitchen inc.
1164,latitude,41.68293421
1164,dbaname,south china kitchen inc.
1164,facilitytype,restaurant
1165,city,chicago
1165,zip,60613
1165,risk,risk 1 (high)
1165,license,1356070
1165,inspectiontype,canvass
1165,inspectionid,67982
1165,address,3949 n ashland ave
1165,inspectiondate,2010-01-21
1165,results,fail
1165,longitude,-87.66888934
1165,state,il
1165,akaname,young's restaurant
1165,latitude,41.95387291
1165,dbaname,young's restaurant
1165,facilitytype,restaurant
1166,city,chicago
1166,zip,60621
1166,risk,risk 1 (high)
1166,license,1697429
1166,inspectiontype,canvass
1166,inspectionid,67983
1166,address,945 w 69th st
1166,inspectiondate,2010-01-21
1166,results,pass
1166,longitude,-87.64870344
1166,state,il
1166,akaname,red shield
1166,latitude,41.76866571
1166,dbaname,red shield
1166,facilitytype,daycare above and under 2 years
1167,city,chicago
1167,zip,60629
1167,risk,risk 1 (high)
1167,license,24342
1167,inspectiontype,canvass
1167,inspectionid,67984
1167,address,6601 s kedzie (3200w)
1167,inspectiondate,2010-01-22
1167,results,pass
1167,longitude,-87.7028636
1167,state,il
1167,akaname,marquette br.
1167,latitude,41.77345686
1167,dbaname,marquette br.
1167,facilitytype,school
1168,city,chicago
1168,zip,60639
1168,risk,risk 2 (medium)
1168,license,2004352
1168,inspectiontype,license
1168,inspectionid,67985
1168,address,2035 n narragansett ave bldg
1168,inspectiondate,2010-01-22
1168,results,pass
1168,longitude,-87.78511143
1168,state,il
1168,akaname,cloverhill pastry
1168,latitude,41.91755855
1168,dbaname,cloverhill pastry-vend
1168,facilitytype,wholesale
1169,city,chicago
1169,zip,60628
1169,risk,risk 1 (high)
1169,license,1964658
1169,inspectiontype,canvass
1169,inspectionid,67986
1169,address,32 e 115th st
1169,inspectiondate,2010-01-22
1169,results,pass
1169,longitude,-87.62166148
1169,state,il
1169,akaname,curtis elementary  school
1169,latitude,41.68544575
1169,dbaname,curtis elementary school
1169,facilitytype,school
1170,city,chicago
1170,zip,60657
1170,risk,risk 1 (high)
1170,license,1575253
1170,inspectiontype,canvass
1170,inspectionid,67987
1170,address,3000 n lincoln ave
1170,inspectiondate,2010-01-22
1170,results,pass w/ conditions
1170,longitude,-87.66391411
1170,state,il
1170,akaname,s & g grill
1170,latitude,41.93612294
1170,dbaname,s & g grill
1170,facilitytype,restaurant
1171,city,chicago
1171,zip,60628
1171,risk,risk 1 (high)
1171,license,1964659
1171,inspectiontype,canvass
1171,inspectionid,67988
1171,address,32 e 115th st
1171,inspectiondate,2010-01-22
1171,results,pass
1171,longitude,-87.62166148
1171,state,il
1171,akaname,curtis elementary
1171,latitude,41.68544575
1171,dbaname,curtis elementary modular
1171,facilitytype,school
1172,city,chicago
1172,zip,60639
1172,risk,risk 1 (high)
1172,license,2013539
1172,inspectiontype,license re-inspection
1172,inspectionid,67989
1172,address,2341 n narragansett ave
1172,inspectiondate,2010-01-22
1172,results,pass
1172,longitude,-87.78527866
1172,state,il
1172,akaname,golden crown restaurant
1172,latitude,41.92309768
1172,dbaname,golden crown restaurant
1172,facilitytype,restaurant
1173,city,chicago
1173,zip,60639
1173,risk,risk 1 (high)
1173,license,19046
1173,inspectiontype,out of business
1173,inspectionid,67990
1173,address,2341 n narragansett ave
1173,inspectiondate,2010-01-22
1173,results,pass
1173,longitude,-87.78527866
1173,state,il
1173,akaname,golden crown restaurant inc
1173,latitude,41.92309768
1173,dbaname,golden crown restaurant inc
1173,facilitytype,restaurant
1174,city,chicago
1174,zip,60657
1174,risk,risk 1 (high)
1174,license,1525
1174,inspectiontype,canvass
1174,inspectionid,67991
1174,address,2914 n clark st
1174,inspectiondate,2010-01-11
1174,results,fail
1174,longitude,-87.64698741
1174,state,il
1174,akaname,el nuevo mexicano
1174,latitude,41.9351819
1174,dbaname,el nuevo mexicano
1174,facilitytype,restaurant
1175,city,chicago
1175,zip,60657
1175,risk,risk 1 (high)
1175,license,1525
1175,inspectiontype,canvass re-inspection
1175,inspectionid,67992
1175,address,2914 n clark st
1175,inspectiondate,2010-01-19
1175,results,pass
1175,longitude,-87.64698741
1175,state,il
1175,akaname,el nuevo mexicano
1175,latitude,41.9351819
1175,dbaname,el nuevo mexicano
1175,facilitytype,restaurant
1176,city,chicago
1176,zip,60639
1176,risk,risk 1 (high)
1176,license,19047
1176,inspectiontype,out of business
1176,inspectionid,67993
1176,address,2341 n narragansett ave
1176,inspectiondate,2010-01-22
1176,results,pass
1176,longitude,-87.78527866
1176,state,il
1176,akaname,golden crown restaurant inc
1176,latitude,41.92309768
1176,dbaname,golden crown restaurant inc
1176,facilitytype,restaurant
1177,city,chicago
1177,zip,60621
1177,risk,risk 2 (medium)
1177,license,1698086
1177,inspectiontype,complaint
1177,inspectionid,67994
1177,address,6900 s halsted st
1177,inspectiondate,2010-01-25
1177,results,pass
1177,longitude,-87.64465138
1177,state,il
1177,akaname,burger king  #11297
1177,latitude,41.76874434
1177,dbaname,burger king  #11297
1177,facilitytype,restaurant
1178,city,chicago
1178,zip,60657
1178,risk,risk 1 (high)
1178,license,13001
1178,inspectiontype,canvass
1178,inspectionid,67995
1178,address,1936 w belmont ave
1178,inspectiondate,2010-01-25
1178,results,pass
1178,longitude,-87.67740923
1178,state,il
1178,akaname,belmont nursing home inc
1178,latitude,41.93969218
1178,dbaname,belmont nursing home inc
1178,facilitytype,long term care
1179,city,chicago
1179,zip,60639
1179,risk,risk 2 (medium)
1179,license,1443887
1179,inspectiontype,suspected food poisoning
1179,inspectionid,67996
1179,address,2350 n central ave
1179,inspectiondate,2010-01-25
1179,results,pass
1179,longitude,-87.76612552
1179,state,il
1179,akaname,mcdonalds
1179,latitude,41.92366106
1179,dbaname,mcdonalds
1179,facilitytype,restaurant
1180,city,chicago
1180,zip,60621
1180,risk,risk 2 (medium)
1180,license,2014038
1180,inspectiontype,license re-inspection
1180,inspectionid,67997
1180,address,1137 w 63rd st
1180,inspectiondate,2010-01-25
1180,results,pass
1180,longitude,-87.65351329
1180,state,il
1180,akaname,jims original j town
1180,latitude,41.77951326
1180,dbaname,jims original j town
1180,facilitytype,restaurant
1181,city,chicago
1181,zip,60644
1181,risk,risk 2 (medium)
1181,license,1356889
1181,inspectiontype,complaint
1181,inspectionid,67998
1181,address,4955 w madison st
1181,inspectiondate,2010-01-25
1181,results,pass
1181,longitude,-87.74978952
1181,state,il
1181,akaname,whale fish and chicken inc
1181,latitude,41.88033045
1181,dbaname,whale fish and chicken inc
1181,facilitytype,restaurant
1182,city,chicago
1182,zip,60628
1182,risk,risk 1 (high)
1182,license,22301
1182,inspectiontype,canvass
1182,inspectionid,67999
1182,address,11411 s eggleston (432w)
1182,inspectiondate,2010-01-25
1182,results,pass
1182,longitude,-87.63359476
1182,state,il
1182,akaname,"haley, alex"
1182,latitude,41.68663682
1182,dbaname,"haley, alex"
1182,facilitytype,school
1183,city,chicago
1183,zip,60611
1183,risk,risk 1 (high)
1183,license,1937525
1183,inspectiontype,canvass
1183,inspectionid,68000
1183,address,54 e ontario st
1183,inspectiondate,2010-01-25
1183,results,pass
1183,longitude,-87.62600662
1183,state,il
1183,akaname,eleaven food company
1183,latitude,41.89341477
1183,dbaname,eleaven food company
1183,facilitytype,restaurant
1184,city,chicago
1184,zip,60628
1184,risk,risk 1 (high)
1184,license,22302
1184,inspectiontype,canvass
1184,inspectionid,68001
1184,address,11413 s eggleston (400w)
1184,inspectiondate,2010-01-25
1184,results,fail
1184,longitude,-87.63359285
1184,state,il
1184,akaname,"haley, alex  mod."
1184,latitude,41.68658068
1184,dbaname,"haley, alex  mod."
1184,facilitytype,school
1185,city,chicago
1185,zip,60657
1185,risk,risk 2 (medium)
1185,license,1960254
1185,inspectiontype,suspected food poisoning
1185,inspectionid,68002
1185,address,2834 n ashland ave
1185,inspectiondate,2010-01-25
1185,results,pass
1185,longitude,-87.66858033
1185,state,il
1185,akaname,mc donald' s  # 6888
1185,latitude,41.93340487
1185,dbaname,mc donald' s  # 6888
1185,facilitytype,restaurant
1186,city,chicago
1186,zip,60633
1186,risk,risk 1 (high)
1186,license,1847211
1186,inspectiontype,canvass
1186,inspectionid,68003
1186,address,2725 e 130th st
1186,inspectiondate,2010-01-25
1186,results,pass
1186,longitude,-87.55699257
1186,state,il
1186,akaname,hegewisch child development center
1186,latitude,41.65908284
1186,dbaname,hegewisch child development center
1186,facilitytype,daycare above and under 2 years
1187,city,chicago
1187,zip,60651
1187,risk,risk 3 (low)
1187,license,1974672
1187,inspectiontype,license
1187,inspectionid,68004
1187,address,1360 n pulaski rd
1187,inspectiondate,2010-01-25
1187,results,pass
1187,longitude,-87.72655403
1187,state,il
1187,akaname,family  dollar
1187,latitude,41.90612788
1187,dbaname,family  dollar
1187,facilitytype,grocery store
1188,city,chicago
1188,zip,60639
1188,risk,risk 1 (high)
1188,license,1816887
1188,inspectiontype,canvass
1188,inspectionid,68005
1188,address,2637 n central ave
1188,inspectiondate,2010-01-25
1188,results,pass
1188,longitude,-87.76600711
1188,state,il
1188,akaname,"chinese chef's kitchen, inc."
1188,latitude,41.92876724
1188,dbaname,"chinese chef's kitchen, inc."
1188,facilitytype,restaurant
1189,city,chicago
1189,zip,60651
1189,risk,risk 2 (medium)
1189,license,1695100
1189,inspectiontype,out of business
1189,inspectionid,68006
1189,address,4118 w division st
1189,inspectiondate,2010-01-25
1189,results,pass
1189,longitude,-87.72959257
1189,state,il
1189,akaname,family dollar store #6280
1189,latitude,41.90272754
1189,dbaname,family dollar store #6280
1189,facilitytype,grocery store
1190,city,chicago
1190,zip,60613
1190,risk,risk 1 (high)
1190,license,1841156
1190,inspectiontype,canvass
1190,inspectionid,68007
1190,address,1924 w irving park rd
1190,inspectiondate,2010-01-25
1190,results,fail
1190,longitude,-87.67735575
1190,state,il
1190,akaname,fast super buritto
1190,latitude,41.95428476
1190,dbaname,fast super buritto
1190,facilitytype,restaurant
1191,city,chicago
1191,zip,60657
1191,risk,risk 1 (high)
1191,license,1525
1191,inspectiontype,consultation
1191,inspectionid,68008
1191,address,2914 n clark st
1191,inspectiondate,2010-01-25
1191,results,pass
1191,longitude,-87.64698741
1191,state,il
1191,akaname,el nuevo mexicano
1191,latitude,41.9351819
1191,dbaname,el nuevo mexicano
1191,facilitytype,restaurant
1192,city,chicago
1192,zip,60628
1192,risk,risk 1 (high)
1192,license,1964488
1192,inspectiontype,canvass
1192,inspectionid,68009
1192,address,10912 s halsted st
1192,inspectiondate,2010-01-25
1192,results,pass
1192,longitude,-87.64262489
1192,state,il
1192,akaname,"zheng's china garden, inc."
1192,latitude,41.69556547
1192,dbaname,"zheng's china garden, inc."
1192,facilitytype,restaurant
1193,city,chicago
1193,zip,60657
1193,risk,risk 2 (medium)
1193,license,1943038
1193,inspectiontype,canvass
1193,inspectionid,68010
1193,address,2850 n clark st
1193,inspectiondate,2010-01-25
1193,results,pass
1193,longitude,-87.64601179
1193,state,il
1193,akaname,chicago popcorn works
1193,latitude,41.9339798
1193,dbaname,chicago popcorn works
1193,facilitytype,restaurant
1194,city,chicago
1194,zip,60628
1194,risk,risk 1 (high)
1194,license,34388
1194,inspectiontype,license re-inspection
1194,inspectionid,68011
1194,address,555 w 115th st
1194,inspectiondate,2010-01-25
1194,results,pass
1194,longitude,-87.63708266
1194,state,il
1194,akaname,florence foster infant toddler
1194,latitude,41.68503584
1194,dbaname,florence foster infant toddler
1194,facilitytype,daycare (under 2 years)
1195,city,chicago
1195,zip,60633
1195,risk,risk 1 (high)
1195,license,60383
1195,inspectiontype,canvass
1195,inspectionid,68012
1195,address,13201 s baltimore ave
1195,inspectiondate,2010-01-25
1195,results,pass
1195,longitude,-87.54699807
1195,state,il
1195,akaname,doreen's pizzeria
1195,latitude,41.65541567
1195,dbaname,doreen's pizzeria
1195,facilitytype,restaurant
1196,city,chicago
1196,zip,60616
1196,risk,risk 1 (high)
1196,license,1888650
1196,inspectiontype,canvass
1196,inspectionid,68013
1196,address,2339 s wentworth ave
1196,inspectiondate,2010-01-21
1196,results,fail
1196,longitude,-87.63179674
1196,state,il
1196,akaname,tasty place
1196,latitude,41.84978829
1196,dbaname,tasty place
1196,facilitytype,bakery
1197,city,chicago
1197,zip,60619
1197,risk,risk 2 (medium)
1197,license,2013839
1197,inspectiontype,license re-inspection
1197,inspectionid,68015
1197,address,7107 s state st
1197,inspectiondate,2010-01-25
1197,results,pass
1197,longitude,-87.62475348
1197,state,il
1197,akaname,j & d deli market
1197,latitude,41.7652327
1197,dbaname,j & d deli market
1197,facilitytype,grocery store
1198,city,chicago
1198,zip,60619
1198,risk,risk 2 (medium)
1198,license,1942344
1198,inspectiontype,out of business
1198,inspectionid,68016
1198,address,375 e 75th st
1198,inspectiondate,2010-01-25
1198,results,fail
1198,longitude,-87.61535411
1198,state,il
1198,akaname,a1 grocery
1198,latitude,41.75829332
1198,dbaname,a1 grocery
1198,facilitytype,grocery store
1199,city,chicago
1199,zip,60619
1199,risk,risk 2 (medium)
1199,license,1868668
1199,inspectiontype,out of business
1199,inspectionid,68017
1199,address,375-377 e 75th st
1199,inspectiondate,2010-01-25
1199,results,pass
1199,longitude,-87.61535411
1199,state,il
1199,akaname,super x furniture & dollar & up inc.
1199,latitude,41.75829332
1199,dbaname,super x furniture & dollar & up inc.
1199,facilitytype,grocery store
1200,city,chicago
1200,zip,60657
1200,risk,risk 1 (high)
1200,license,1986879
1200,inspectiontype,license
1200,inspectionid,68018
1200,address,3455 n southport ave
1200,inspectiondate,2010-01-26
1200,results,pass
1200,longitude,-87.66381617
1200,state,il
1200,akaname,leo's coney island
1200,latitude,41.94507398
1200,dbaname,leo's coney island
1200,facilitytype,restaurant
1201,city,chicago
1201,zip,60628
1201,risk,risk 1 (high)
1201,license,2013614
1201,inspectiontype,license re-inspection
1201,inspectionid,68019
1201,address,12750 s halsted st bldg
1201,inspectiondate,2010-01-26
1201,results,pass
1201,longitude,-87.6415191
1201,state,il
1201,akaname,olivia's sea of soul
1201,latitude,41.66180238
1201,dbaname,olivia 's sea of soul
1201,facilitytype,restaurant
1202,city,chicago
1202,zip,60651
1202,risk,risk 2 (medium)
1202,license,2016906
1202,inspectiontype,license
1202,inspectionid,68020
1202,address,5360 w division st
1202,inspectiondate,2010-01-26
1202,results,fail
1202,longitude,-87.76065826
1202,state,il
1202,akaname,"three brothers food market, inc"
1202,latitude,41.90230475
1202,dbaname,"three brothers food market, inc"
1202,facilitytype,grocery store
1203,city,chicago
1203,zip,60610
1203,risk,risk 1 (high)
1203,license,25212
1203,inspectiontype,license re-inspection
1203,inspectionid,68021
1203,address,226 w schiller st
1203,inspectiondate,2010-01-26
1203,results,pass
1203,longitude,-87.6357294
1203,state,il
1203,akaname,catherine cook school
1203,latitude,41.90775713
1203,dbaname,catherine cook school
1203,facilitytype,school
1204,city,chicago
1204,zip,60621
1204,risk,risk 1 (high)
1204,license,25941
1204,inspectiontype,canvass
1204,inspectionid,68022
1204,address,7050 s may
1204,inspectiondate,2010-01-26
1204,results,pass
1204,longitude,-87.65305514
1204,state,il
1204,akaname,bond elementary
1204,latitude,41.76538639
1204,dbaname,bond elementary
1204,facilitytype,school
1205,city,chicago
1205,zip,60657
1205,risk,risk 1 (high)
1205,license,1874242
1205,inspectiontype,complaint re-inspection
1205,inspectionid,68023
1205,address,1955 w belmont ave
1205,inspectiondate,2010-01-26
1205,results,pass
1205,longitude,-87.67808189
1205,state,il
1205,akaname,the bleeding heart  bakery
1205,latitude,41.93946599
1205,dbaname,the bleeding heart  bakery
1205,facilitytype,bakery
1206,city,chicago
1206,zip,60613
1206,risk,risk 1 (high)
1206,license,5214
1206,inspectiontype,canvass
1206,inspectionid,68024
1206,address,940 w cullom ave
1206,inspectiondate,2010-01-26
1206,results,pass w/ conditions
1206,longitude,-87.65384158
1206,state,il
1206,akaname,margaret manor home north
1206,latitude,41.96028809
1206,dbaname,margaret manor home north
1206,facilitytype,nursing home
1207,city,chicago
1207,zip,60629
1207,risk,risk 1 (high)
1207,license,1985090
1207,inspectiontype,license re-inspection
1207,inspectionid,68025
1207,address,2753 w 63rd st
1207,inspectiondate,2010-01-25
1207,results,fail
1207,longitude,-87.69307535
1207,state,il
1207,akaname,slb hot food service
1207,latitude,41.77901134
1207,dbaname,slb hot food service
1207,facilitytype,restaurant
1208,city,chicago
1208,zip,60628
1208,risk,risk 2 (medium)
1208,license,1768770
1208,inspectiontype,short form complaint
1208,inspectionid,68026
1208,address,600 e 115th st
1208,inspectiondate,2010-01-26
1208,results,fail
1208,longitude,-87.60820712
1208,state,il
1208,akaname,mcdonalds
1208,latitude,41.68558118
1208,dbaname,mcdonalds
1208,facilitytype,restaurant
1209,city,chicago
1209,zip,60651
1209,risk,risk 1 (high)
1209,license,1046895
1209,inspectiontype,license
1209,inspectionid,68027
1209,address,1500 n mason ave
1209,inspectiondate,2010-01-26
1209,results,pass
1209,longitude,-87.77447872
1209,state,il
1209,akaname,
1209,latitude,41.90754376
1209,dbaname,no austin lutheran headstart
1209,facilitytype,daycare (2 - 6 years)
1210,city,chicago
1210,zip,60621
1210,risk,risk 1 (high)
1210,license,26321
1210,inspectiontype,canvass
1210,inspectionid,68028
1210,address,838 w marquette rd (6700s)
1210,inspectiondate,2010-01-26
1210,results,pass
1210,longitude,-87.64612737
1210,state,il
1210,akaname,mays elementary
1210,latitude,41.77256081
1210,dbaname,mays elementary
1210,facilitytype,school
1211,city,chicago
